"Title","Content","Rating","Date","Author","Country","ReviewsCount"
"Très bon produit","Devenue indispensable","5","2024-03-25T11:05:49.000Z","Fa�za Bouba","FR","1.0"
"Superbe bague","Superbe bague, j'arrive à bien voir mes informations !
Le support est top, très réactif :D","5","2024-03-25T10:11:19.000Z","Nicolas","MG","1.0"
"Un indispensable discret et élégant qui vous change la vie","J'ai récemment eu l'occasion d'acheter cette bague connectée et je dois dire que je suis très impressionné par ses fonctionnalités et son design ! La bague est vraiment sympa et discrète, ce qui la rend parfaite pour un usage quotidien.

J'apprécie particulièrement les fonctionnalités qu'elle offre. Je l’utilise notamment pour analyser mon activité physique au repos ou lors de mes entraînements sportifs (c.a.d : analyse de mon rythme cardiaque, calcul de mon VO2 max,..). De plus, Kira me donne de nombreuses recommendations. Enfin, j’aime beaucoup la fonctionnalité de réveil inteligent, je me réveille tous les matin en forme et plein d’énergie!

En résumé, je suis très satisfait de cette bague connectée et je la recommande vivement à quiconque recherche un accessoire à la fois élégant et fonctionnel pour rester connecté au quotidien et améliorer sa qualité de vie.","5","2024-03-24T22:10:58.000Z","Guillaume.M","FR","1.0"
"Belle et intelligente","Magnifique expérience car étant une femme j’apprécie son design, sa finesse et sa légèreté et étant sportive elle correspond parfaitement à mes attentes de calculs des distances parcourues et des calories dépensées. Côté sommeil, j’apprécie énormément « le réveil intelligent » fonction qui me permet d’être réveillée dans une zone de sommeil léger… innovant et fiable en ce qui me concerne. Belle découverte et il me reste encore pas mal de données collectées à étudier…","5","2024-03-24T20:37:08.000Z","christine","FR","4.0"
"Bague innovente et utile.","J'ai reçu ma bague depuis 6 mois. Je suis content de l'avoir et plutôt satisfait de ses fonctionnalités.","4","2024-03-24T18:53:14.000Z","Jean","FR","1.0"
"Super!!","La bague et excellente…je la recommande fortement!!","5","2024-03-24T17:36:39.000Z","Pam","FR","1.0"
"Très satisfaite de la bague","Je suis très satisfaite de ma bague circular. La livraison a eu lieu rapidement et l’utilisation de l’application est très intuitive. J’ai acheté la bague pour améliorer mon sommeil et après 1 semaine d’utilisation je constate déjà des améliorations.","5","2024-03-24T16:03:09.000Z","Marie","BR","1.0"
"Très satisfait !","La bague remplie bien ses fonctions, j'en suis très satisfait, je recommande","5","2024-03-24T13:57:21.000Z","Charles","FR","1.0"
"Un baromètre que je consulte tous les matins","Tous les matins, je consulte mon score de sommeil et cela m’incite à faire attention pour la journée et la nuit suivante","5","2024-03-24T13:49:08.000Z","Benoît","FR","1.0"
"Bague ensorcelante","Ensorcelante avec ses pierres de lune et d'étoiles, cette bague m'a fait oublier tous mes soucis.","5","2024-03-24T09:15:16.000Z","Geneviève Mace","FR","1.0"
"Merci Circular","Circular permet de monitorer le cycle de sommeil et suivre l'évolution de la santé.","5","2024-03-24T00:36:05.000Z","Elias Psallis","FR","1.0"
"","Je fais partie des contributeurs de la première heure, ceux qui ont cru en votre vision, qui ont investi non seulement de l’argent, mais de la confiance. En retour, nous avons eu droit à quo... Voir plus","1","2025-07-30T21:50:32.000Z","","",""
"","J’aime le fait qu’il n’y ait pas besoin d’abonnement. La bague et l’application fonctionnent parfaitement ensemble, et j’obtiens toutes les informations dont j’ai besoin sans frais supplémentaires.","5","2025-06-18T02:55:40.000Z","","",""
"","Bague qui a fonctionner 2 ou 3jours. Service client contacté dans la foulée Garantie #S-92183. Aucune réactivité. Apres 8mois d'échange, ils me demandent de renvoyer la bague pour remboursement.... Voir plus","1","2025-05-14T12:00:38.000Z","","",""
"","Une version slim qui fait clairement la différence, fiable et discrète. Niveau software : les phases de sommeil ne sont pas toujours bien détectées (surtout pour l'éveil). En attente d'une synch... Voir plus","4","2024-03-27T15:42:19.000Z","","",""
"Parfait de la commande à l’utilisation…","Parfait de la commande à l’utilisation du produit ! Je cherchais une bague avec ces fonctionnalités depuis un moment, je l’ai enfin trouvée.","5","2024-03-23T18:52:54.000Z","Maxime.F","FR","1.0"
"Produit génial","Ce produit est super, il me permet de garder un suivi régulier de ma santé, en plus d’être facile à utiliser.","5","2024-03-23T15:16:32.000Z","Naya Rastel","FR","1.0"
"Très satisfait","Objet pratique et qui fournit des informations détaillées. je recommande","5","2024-03-23T15:13:39.000Z","Salma Sires","FR","1.0"
"Facile à utiliser et donne beaucoup…","Facile à utiliser et donne beaucoup d’informations","5","2024-03-23T13:15:51.000Z","Olivier Rastel","FR","1.0"
"Super produit","Super produit
Fonctionnalités top
Facile à utiliser
Design sympa","5","2024-03-22T22:18:44.000Z","Mrs Claudine Roussel","FR","3.0"
"J'ai recu la slim il y a 4 mois","J'ai recu la slim il y a 4 mois. La vibration est cool mais la synchronisation est assez longue. A voir dans les prochains mois suite à mes différents tests d'utilisation.","4","2024-03-22T21:33:46.000Z","Thomas","FR","1.0"
"Excellent produit et service","Excellent produit! Service client au Top!!!","5","2024-03-22T19:45:08.000Z","Jean-christophe Ollier","FR","2.0"
"Par quoi commencer?","L'attente de la bague a été un cauchemar, j'ai accepté l'envoi (que vous avez fait sans mon accord) uniquement parce que vous m'aviez dit que je devais attendre 16 semaines pour le remboursement, et je n'étais pas sûr que vous ayez l'argent pour me rembourser. La seule chose que fait la bague, mais pas de manière très fiable, c'est détecter le sommeil, cependant les valeurs sont très différentes de celles de mon Garmin. La fréquence cardiaque est totalement aléatoire, lors d'une ""vérification des mesures en direct"", elle affiche toujours plus ou moins les mêmes valeurs, peu importe si je m'entraîne ou si je fais une sieste sur le canapé. Jamais en dessous de 50, jamais au dessus de 90. J'ai eu plusieurs problèmes d'appairage, et il y a une semaine (4 semaines après l'avoir reçue) la bague est morte. Désolé d'être si négatif, mais cela pourrait-il être pire ?","1","2024-03-22T19:10:41.000Z","Massimo Piemonte","FR","3.0"
"Les bagues...","Les bagues, pas encore au point...
Comme ses concurrents, les bagues Circular, que j'ai depuis 3 mois, manque de précision. En plus , le temps de chargement des données, que je fais le matin, prend des plombes.
L'IA Kira est pour moi presque inutile, c'est presque tous les jours les mêmes retours avec l'analyse peu approfondie.","3","2024-03-22T19:00:01.000Z","Thomas Rolin","FR","1.0"
"Pas satisfaite","La bague à souvent des beug, pas agréable à porter il y a des parties abrasives et un bout de plastique s est cassé et donc il y a un trou. Donc vous pouvez comprendre que pour moi la qualité de cette bague n est pas à la hauteur de son prix et je vous parle pas du délais de livraison 18 mois...bref très déçue. J essaierai la bague samsung pour voir.","2","2024-03-22T18:41:50.000Z","Sab merca","FR","1.0"
"triste experience => ma bague est défectueuse","triste experience => ma bague est défectueuse (deja renvoyée et des mois d'attente ) et de nouveau problèmeème de buetooh et les mois passent et rien ne bouge ....","1","2024-03-22T18:21:15.000Z","Christophe Dalla Valle","BE","5.0"
"Super produit","Super produit ! La bague slim que j’ai commandé est vraiment bien, elle ne me gène pas du tout je la porte facilement la nuit","4","2024-03-22T13:48:38.000Z","Melodie","FR","3.0"
"Fuyez","J'attends le remboursement (partiel) de ma bague défectueuse depuis le 06/02 (J14 d'un retour colis pourtant acté le 23/01)... toujours des réponses standardisées (navré... désolé... je comprends... nous faisons le maximum... bug technique.... service financier...). On en reste à un non respect délibéré des engagements écrits.

Et parallèlement, depuis le 05/01, je demande délibérément les coordonnées du médiateur de la consommation dont dépend l'entreprise... ce renseignement pourtant obligatoire ne figure ni sur le site de Circular, ni sur les CGV, ni sur les bons de commande... et je n'ai toujours aucune réponse malgré les demandes répétées...
2ème violation délibérée des lois régissant le commerce électronique.

Le service client ne me répond plus...

(pour la réponse, Corcular, pas la peine d'en publier une nouvelle type nous sommes désolés, nous faisons le max, merci de contacter le service client, ou nous n'avons pas vos coordonnées... lmon numéro de commande est le 2112680573).

Suite réponse Circular
Oui, je confirme le remboursement… après avoir posté cet avis. Un hasard sans aucun doute.","1","2024-03-25T14:10:39.000Z","sas.renard","FR","2.0"
"Beaucoup d'attente, mais satisfaite","Beaucoup d'attente avant d'enfin recevoir la bague dû aux différentes problématiques de l'entreprise à fabriquer les différents composants, mais le service client est très réactif et donne des infos à jour quand contacté.
La bague fonctionne très bien, je l'utilise depuis plusieurs mois et j'en suis satisfaite.","4","2024-03-20T18:12:25.000Z","Aurmilya","FR","3.0"
"Commandé depuis novembre (en stock a ce…","Cest pas vrai peut-être il y à til quelqu'un finalement. 3eme commentaires et le numéro de commande n'était pas affiché sur le 1er seulement. Oui il sagit de mon mari qui peine à vous joindre donc je me suis dis que en donnant un avis ....
Je nai pas mis son nom car nous sommes sur internet merci de lavoir inscrit vous cest pro.
N'hésitez pas à prendre contact avec lui avec le mail de sa commande. Ou remboursé le cest mieux on ira chez Samsung.
Bon, d'après votre réponse il s'agit bien là de l'IA puisque le numéro de commande est indiqué ci dessous.

Commandé depuis novembre (en stock a ce moment là)... dans l'attente de réception pour vite la renvoyer et me faire rembourser. Sans même l'essayer. Ils ont bafoués le made in France

Respectez vos clients et repondez. Votre chat IA est insupportable. Commande de mon mari (je ne mets pas son nom ici ) commande numéro : S92149 du 24 Novembre 23.

J'invite les personnes humaines à me répondre.

pappers entreprise circular-850542804

Bague reçue. Chargeur cadeau proposé en guise de geste commercial pour l'attente de (4mois) mais oublié dans le colis visiblement.
Sinon gadget plutôt intéressant et l'application est bien faite.","1","2024-04-01T17:43:00.000Z","charlotte arnould","FR","5.0"
"J'ai bien reçu le kit de sizing et ma…","J'ai bien reçu le kit de sizing et ma bague est bien à ma taille, c'est pas mal, pour l'instant Ràs !","5","2024-03-14T12:36:17.000Z","Marc Poub","FR","1.0"
"Très content du produit","Très content du produit, c’est ce que j’attendais même si le chargeur pourrais être un peu plus pratique :) merci!","4","2024-03-14T00:02:39.000Z","Maxime","VN","3.0"
"Bague de bonne qualité et reçue dans…","Bague de bonne qualité et reçue dans les temps. Je recommande.","4","2024-03-12T12:26:55.000Z","Fatma Hamza","FR","1.0"
"Aucun respect de la protection du consommateur","(cf échanges précédents 05/02 et 12/02)

Selon la directive européenne sur les droits des consommateurs (2011/83/UE), lorsqu'un consommateur achète un produit en ligne, il dispose d'un droit de rétractation de 14 jours à compter de la réception du produit. Ce droit lui permet de renvoyer le produit sans avoir à justifier de motifs ni à payer de pénalités. Ce que j’ai fait.
Le 19/01, j’ai donc reçu un mail de confirmation de Circular : le colis était réceptionné, et je serai remboursé dans les 14 jours. C’est écrit.

Sauf que mon dossier a beau être « traité », Circular ne se conforme pas du tout à ses obligations légales. Car une fois le produit retourné, l'article 13 de la même directive indique que le vendeur est tenu de rembourser tous les paiements reçus du consommateur, y compris les frais de livraison standard, sans retard excessif et, en tout état de cause, au plus tard 14 jours à compter du jour où il est informé de la décision du consommateur de se rétracter.

Et à ce jour, 13/02, je n’ai toujours rien.

Et Circular a beau argumenter hier que « traité ne veut pas dire que l'on a toujours ce que l'on souhaite, car il y a des règles et des pratiques précises à suivre » (bon courage... c’est le comble...), rien ne les dédouane de se conformer à la Loi. Et donc d’adapter leurs pratiques à la Loi, et pas l’inverse.

Et même si ce n’est pas un forum, quelqu’un (ou Circular, qui semble plus réactif sur Trustpilot que via le service client classique) pourrait-il me communiquer les coordonnées mail du médiateur de la consommation dont dépend cette entreprise (info qui n’est selon Circular toujours pas communicable, malgré mes demandes répétées). Peut-être que cette institution saura les obliger à se conformer à leurs obligations légales.
Ou tout autre conseil (autre que les niaiseries stéréotypées du SAV)

Et pour info, toujours la commande 2109658059.

15/02: alors, Circular, vous avez effacé votre réponse d'hier ? Vous avez contacté un juriste de votre boite qui vous a remis la tête à l'endroit, et vous a expliqué que même dans la start-up nation, vous devez vous conformer à vos obligations légales ???
Donc je réitère ma question, qui n'a au final pas eu de réponse: quelles sont les coordonnées du médiateur de la consommation dont dépend votre entreprise ?
Je vous rappelle, s'il en était besoin, que la Directive 2013/11/UE, l'article L.611-1 du Code de la consommation (France) et l'ordonnance n° 2015-1033 du 20 août 2015 et Décret n° 2015-1382 du 30 octobre 2015 (France) IMPOSENT aux vendeurs en ligne de communiquer les coordonnées du médiateur de la consommation.

Ensuite, la temporalité du recours me regarde.
Je gèrerai sans vos ""conseils"".

19/02/2024
Je confirme le remboursement effectué ce jour. Je confirme aussi tous mes écrits précédents, les écarts volontaires et réitérés de cette entreprise envers ses obligations commerciales légales.
Je vais conseiller à mes proches, eux aussi en difficultés de remboursement, de venir les détailler sur cette plateforme… seule à même faut-il croire capable de faire au final et tardivement, changer votre attitude.","1","2024-02-19T16:33:32.000Z","Leboncoin COPAGABEN","FR","5.0"
"C'est un produit qui ne répond ni ne…","C'est un produit qui ne répond ni ne correspond à la description qui en est faite : réception plusieurs mois après
la date initiale, autonomie de moins de trois jours en mode performance (en étant gentil), ne détecte pas certains réveil nocturne, on ne sait pas comment est calculé le niveau de stress, toute la partie calibration de la bague est en anglais même si on règle la bague sur une autre langue, bref une belle déception par rapport à la présentation qui en est faite sur le site web 🤔","1","2024-02-11T22:31:03.000Z","Stéphane FOURNIER","FR","8.0"
"","Je fais partie des contributeurs de la première heure, ceux qui ont cru en votre vision, qui ont investi non seulement de l’argent, mais de la confiance. En retour, nous avons eu droit à quo... Voir plus","1","2025-07-30T21:50:32.000Z","","",""
"","J’aime le fait qu’il n’y ait pas besoin d’abonnement. La bague et l’application fonctionnent parfaitement ensemble, et j’obtiens toutes les informations dont j’ai besoin sans frais supplémentaires.","5","2025-06-18T02:55:40.000Z","","",""
"","Bague qui a fonctionner 2 ou 3jours. Service client contacté dans la foulée Garantie #S-92183. Aucune réactivité. Apres 8mois d'échange, ils me demandent de renvoyer la bague pour remboursement.... Voir plus","1","2025-05-14T12:00:38.000Z","","",""
"","Une version slim qui fait clairement la différence, fiable et discrète. Niveau software : les phases de sommeil ne sont pas toujours bien détectées (surtout pour l'éveil). En attente d'une synch... Voir plus","4","2024-03-27T15:42:19.000Z","","",""
"Des gros voleurs !!!","Des gros voleurs !!!
Arriver avec un problème de taille
Produit plastique cheap et cher
Retour sous 7 jours pour attendre un remboursement qui ne viendra jamais
Fuyez !!!
4 mois que j’attend le remboursement c’est une honte
Entreprise qui mérite de couler !!","1","2024-02-10T14:02:11.000Z","Maxime David","FR","2.0"
"Produit inexistant","Depuis bientôt six mois, je suis dans l'attente d'une hypothétique livraison. J'ai commandé en septembre la première version de la bague (avant qu'elle soit renommée en modèle Pro depuis l'arrivée de la version Slim... que l'on m'a aussi proposé d'acquérir à prix réduit, la bonne blague). Lors de ma commande, il était précisé que les livraisons auraient lieu en novembre. J'ai hésité, et dommage que je n'ai pas découvert avant les avis de clients arnaqués, sur ce site, cela m'aurait évité de l'être à mon tour. Cette société, présentée comme française, avec une des soi-disant meilleures expériences de bagues santé connectées, n'est pas sérieuse. Elle vend des produits qu'elle n'a pas en stock ou pas encore fabriqué, et propose régulièrement des ventes qui durent quelques jours, je suppose lorsque le cash commence à manquer dans les caisses, et elle n'envoie jamais les articles. N’y a-t-il pas moyen de déposer une plainte collective contre ce type de pratique ? C’est quand même plus de 300 euros la bague. Vraiment lamentable.","1","2024-02-03T13:32:21.000Z","Manu","FR","2.0"
"Surement une arnaque","Pire entreprise à laquelle j'ai pu avoir affaire, après avoir repoussé sans cesse la livraison pendant 6 mois j'ai demandé un remboursement, bien sur ils ne voulaient pas me rembourser le sizing kit puisque je l'avais reçu.. J'ai du faire une demande de remboursement sur PayPal et ça fait 1 mois que j'attends. Le service client est en anglais seulement et les 3/4 du temps c'est surement un bot qui répond. Je commence à croire que jamais je ne serai remboursé.

Edit du 07/03/2024 : À ce jour je n'ai reçu aucun remboursement de la part de Circular près de 4 mois après en avoir fait la demande. Je n'espère plus rien de cette entreprise.

Edit du 09/06/2024 :
J'attends toujours mon remboursement et le support me sort toujours des ""oui je comprends, on va contacter le service financier, ils vont s'occuper de vous"".. ça va bientôt faire 7 mois que j'essaye de me faire rembourser.

52 mails avec le service client.
Bon courage si vous avez acheté chez eux.","1","2024-06-09T03:15:44.000Z","Jeannot Deslot","FR","1.0"
"Marque à fuir","Marque à fuir, aucun respect pour ces clients, un service client déplorable. J'ai envoyé 2 mails sans réponse aux troisième mail j'ai reçu une réponse car ma bague est en panne. Après presque 1 mois d'échange par mail pour demander une réparation on me demande toujours d'attendre qu'ils peuvent réparer à distance .... Jamais vu un service client aussi nul dommage pour une marque française..... . Samsung a annoncé sa bague je sais ou je vais mettre mon argent la prochaine fois.","1","2024-01-22T11:29:10.000Z","kevin pellé","FR","2.0"
"Arnaque","Arnaque ! Ne pas commander chez eux... Vous allez perdre de l'argent.","1","2023-11-29T22:45:50.000Z","Pascal S","FR","1.0"
"Cocorico 🤮 !","Cocorico !
Doit-on être fière d'une entreprise française qui prends ses clients pour des imbéciles ?
Bague commandée début octobre, pour livraison début novembre, ce qui est déjà un délai important pour ce type de matériel, et toujours rien reçu.
Mais le pire n'est pas là.
Le support est une catastrophe : aucun contact humain possible sans passer par une IA débile et incapable de fournir des réponses sur les délais.
Que ce soit par chat ou par mail, c'est la même chose.
Dans l'absolu, je pourrais comprendre des retards de production, mais un tel suivi client est intolérable !
J'espère que cette bague, si je la reçois un jour, sera au moins à la hauteur.","1","2023-11-24T18:44:59.000Z","Franck THOMAS","FR","1.0"
"Fuyez c'est une arnaque..","Fuyez c'est une arnaque... J'ai payé et commandé ma bague il y a 1 an et demi et toujours pas livré. Personne ne répond aux emails.. FUYEZ","1","2023-11-15T21:34:11.000Z","Olivier Schultz","FR","1.0"
"à fuire","plus d un an que j attend ma bague....plus de 2 mois que j attend le remboursement... maintenant ce sont soit disant leurs remboursements qui ne fonctionnent pas et je dois passer par paypal....demande sur paypal faite....quel delai vont ils encore m annoncer? à fuire....j'ai reçu la bague connectee oura en quelques jours...","1","2023-10-30T11:22:39.000Z","Celine Del Rabal","FR","2.0"
"La cata","Commande réalisée en janvier 2023. Toujours rien reçu. Le service client ne fait aucune com et aucun suivi.
Rarement vu un truc pareil …

Modification de mon commentaire suite à votre réponse (3 mois après mon commentaire pour me dire de mettre un message au service client, ce que j'ai bien sûr fait au moins 5 ou 6 fois) : j'ai fait hier une demande de remboursement et d'annulation de ma commande, 12 mois après l'avoir passée et sans n'avoir jamais rien reçu. Je noterai ici les réponses que j'obtiens","1","2024-01-16T12:46:52.000Z","Julien","FR","4.0"
"À proscrire","- presque aucun suivi auprès du client même après quelques mois de dépassement de la date de livraison prévue;
- réponse du service à la clientèle après plusieurs communications;
- remboursement du produit lent, long et qui prendra plus de 1 mois.","1","2023-07-27T15:55:59.000Z","FP Arsenault","CA","1.0"
"A fuir","Commande passée il y a deux mois et pas de nouvelle du vendeur. Service client à c...r A fuir !!!","1","2023-07-25T17:24:03.000Z","Burel Bruno","FR","26.0"
"plus d'un an toujours rien !!!","Pré-commandé en février 2022 avec paiement intégral et toujours rien. Date sans cesse repoussée, pas de réponse, fuyez!","1","2023-06-27T13:25:23.000Z","Ludo","LU","1.0"
"Expérience client catastrophique","J'ai commandé une bague en Mai 2022. Ensuite, un peu comme tout le monde, j'ai attendu TRÈS longtemps. Jamais aucun update de Circular qui se f*** ouvertement de ses clients. A chaque fois que je leur écrivais, ils me disaient que je recevrais mon colis le mois suivant. Puis j'ai craqué, demandé un remboursement au bout de plus d'un an!!
J'ai du insister, j'ai reçu des réponses en anglais, en français, toujours copié collé, jamais aucune excuse, pas un bonjour ni un merci, RIEN! En plus d'être l'une des pires entreprises que j'ai pu voir, je n'ai jamais vu un service client qui se moque aussi royalement de la satisfaction de ses clients. Bref, FUYEZ! Même si votre achat se passe bien, ils ne feront pas long feu à ce rythme et s'ils font faillite, plus d'appli qui va avec la bague.","1","2023-06-12T23:37:12.000Z","Cassandra Moraine","FR","2.0"
"Peu professionnel . Une anarque ?","Bague commandée depuis un an. Des retours (chat) quand question posée , mais une date de livraison sans cesse repoussée . Si à la dernière date donnée la bague n est pas livrée : demande de remboursement","1","2023-05-26T21:26:12.000Z","philippe ridoux","FR","1.0"
"Incapacité de livrer","Commandé un anneau en juin 2022 et toujours pas livré. Les délais n'arrêtent pas d'être repoussés. Les réponses de leur support sont préformatées et irrespectueuses de leurs clients. J'ai demandé un remboursement.","1","2023-05-10T19:16:00.000Z","Dtag Dtag","FR","1.0"
"Arnaque!","Arnaque!
Le 30/03/2022 j'ai commandé et payé les modèles pour la taille (13€99). Après les avoir reçus j'ai commandé (cde1958690335) et payé le modèle définitif le 10/06/2022 (267€99). Je n'ai toujours rien reçu. Lorsque je demande des informations je n'obtiens aucune réponse! J'ai été arnaqué de 281€98.
A fuir
J'ai effectivement été livré, mais le 15/08/2023 (soit 1,5 ans plus tard). La bague reçue ne fonctionnait pas. Après bien des tractations on m'a promis de me livrer une bague nouvelle version courant janvier 2023! Il reste 15 jours. Wait and see","1","2024-01-16T16:18:58.000Z","Alain Kirstetter","FR","21.0"
"Rien recu alors que la commande date du 27/02/2022","Comme beaucoup j'ai l'impression, toujours rien reçu alors que j'ai commandé ma bague le 27/02/2022 !!!

Aucune communication, aucune réponse aux demandes ...
Un Tchat sur le site qui ne sert à rien ...

Aucun moyen de demander un remboursement ...
Fuyez !!!!!","1","2023-03-17T19:05:51.000Z","NF","FR","5.0"
