Title,Content,Rating,Date,Author
Ring lost accuracy in 4 months time,"I purchased my ring in October 2023. At first my ring was accurately reporting my sleep time. However, for the past two months it often reports me in a deep sleep hours before I go to bed. I have medical conditions requiring my sleep data and I can’t trust the ring’s data any longer. I wish I could return it and get a better brand ring.",3,2024-04-17T03:53:29.000Z,
Very happy with the stats and battery…,"Very happy with the stats and battery life.
Customer service is great.",5,2024-04-17T03:49:27.000Z,
Love my ring,"Love my ring! Especially the sleep cycle recird, exercise/steps, heart rate.",5,2024-04-17T03:42:32.000Z,
Not Impressed,"Had I done a more thorough due diligence on this product I would not have purchased it. You cannot add steps, nor does it track distance in any way.

Your sleep tracking is very inaccurate and tracks times I was awake as sleep time. The number of steps is very questionable when compared to other devices.

I will search for a better product and I will provide my feedback comparisons on YouTube and Facebook.",2,2024-04-17T03:31:47.000Z,
I returned my item due to a wrong size,"I returned my item due to a wrong size, but never received my refund. I would not have even given you a one star. Your business is a sham.",1,2024-04-17T03:31:33.000Z,
I’ve had the Ring for 4 months now and…,I’ve had the Ring for 4 months now and I couldn’t be happier! Gives me everything I need. Can’t wait for cycling function. 👍,5,2024-04-17T03:07:19.000Z,
I was an anxious sleeper when my…,I was an anxious sleeper when my Samsung watch was the only report i got. Now that i have had my RingConn for months i am no longer anxious about the quality and quantity of my sleep. Thank you RingConn.,5,2024-04-17T02:52:08.000Z,
Ring was awesome for about 3 months,"Ring was awesome for about 3 months, now it won't hold a charge.

Disappointed",1,2024-04-17T02:36:31.000Z,
Easy to use,Easy to use. Long time between charges. Love the app. The only problem I had was when I was sitting and reading it said I was napping. Contacted you guys and it was fixed. I don't like watches but I love wearing my ring!,5,2024-04-17T02:36:26.000Z,
I enjoy the stress portion of the app.,"I enjoy the stress portion of the app.
I do wish activity could be more Inclusive to track specific activity and distance..
The sleep , I feel is a little to general, I never did get a lot of REM sleep, so you would think k that after months of wear the ring would pick up on that , and stop telling me about it..",4,2024-04-17T02:31:09.000Z,
So far the ring has preformed as…,"So far the ring has preformed as expected
I really don't have anything bad to say",5,2024-04-17T02:27:46.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
Disappointed.,"I had high expectations for this ring. After, weeks of research, I thought this ring better than its competitor. The ring is stylish and comfortable. Yet, its performance has been less than expected. The ring has difficulty syncing regularly, and has missing data. My profile is incomplete and I’ve had to reset the ring. All in all, I have any days without data.",3,2024-04-17T02:27:28.000Z,
Great Ring,Ringconn is an excellent ring with great customer service. Ringconn has a fantastic community with members who are more than willing to help members with questions or concerns. The app is very easy to use as well. Why pay a monthly subscription fee when you can get the same kind of ring for less money and no monthly fee. I highly recommend the Ringconn ring.,5,2024-04-17T02:17:31.000Z,
Phat,Just like that,5,2024-04-17T02:17:10.000Z,
I really like this product- works well…,I really like this product- works well and tracks accurately for measuring trends!,5,2024-04-17T02:06:27.000Z,
I love my RingConn,I love my RingConn it has become a solid part of my life. I actually get a little bummed out when I have to put it in the charger once a week. When I wake in the morning syncing my ring and checking my nights sleep is 1st priority. I have found myself surprised by what causes me stress thanks to my ring.,5,2024-04-17T01:53:08.000Z,
Better than a watch!,The information this ring gave me about my health and sleep was great! I lost the ring 3 months after getting it and cannot afford another one so I have no tracker. But as soon as I can afford one I will be buying this product!,5,2024-04-17T01:52:11.000Z,
My wife and I compare our sleep scores…,My wife and I compare our sleep scores daily fun and interesting information. I feel that because of the ring I’ve become more in t in tune with my health which is a good thing for a person who’s had heart bypass surgery.,5,2024-04-17T01:47:12.000Z,
Replacement ring.,I bought the ring a few months ago but started having issues with it charging. Wouldn't charge in the charger. So was sent a new ring....promptly! Excellent customer service!!!!,5,2024-04-17T01:40:23.000Z,
I love it,"I received my ring just 1 year ago. Since then RingConn has constantly improved their app and I love the feedback. I took a professional sleep test while I was wearing my Apple Watch Ultra and the RingConn. When I showed the sleep tech the Apple and RingConn results, he said the RingConn was more accurate. He responded ""How did they do that with only the ring and we need all these sensors?""

When I got the ring the battery lasted for 4 days. Now after constant use of only 1 year the battery will only last a maximum of 2 days. RingConn service contacted me and offered to replace my ring. The replacement was expedited and I am very happy with their service.",5,2024-05-04T12:35:54.000Z,
The heart rate is so accuracy and my…,"The heart rate is so accuracy and my sleeping tracking is amazing
Only thing I wish have tracking sports",5,2024-04-17T01:34:22.000Z,
Software needs work,Software needs work. Ring does provide valuable information however the app is quite weak,3,2024-04-17T01:21:55.000Z,
You are constaContinuous improvementntly working to improve…,"You are constantly working to improve the app - and you are succeeding. I was particularly pleased that it is now also available in German.

One wish would be to make the store a little more customer-friendly. The direct import from China was very expensive and complicated. In the end, 19% import sales tax was added on top and there were also very high handling fees with DHL. That was not so nice. Perhaps there will be simpler or more transparent solutions at some point. But you only have this worry once. The product is great and I am very satisfied.

:)",5,2024-04-17T01:21:15.000Z,
I'm super impressed with this ring,"I'm super impressed with this ring, battery life lives up to promises, tracks sleep, hr well but slightly under when I'm doing a workout compared to my Apple Watch and withings. love can swim etc as well.

This is a great option for someone who like traditional watches and wants health tracking.

Hoping for promised activity tracking soon.",5,2024-04-17T01:20:33.000Z,
Give this brand a chance! It's awesome!,"The shipping process was great with the ring sizing package and then sending the actual item. The ring is everything I was expecting, works great, great battery life. Really don't have anything negative to say about this product",5,2024-04-17T01:15:53.000Z,
My ring constantly gets disconnected,My ring constantly gets disconnected. It’s always saying searching.,3,2024-04-17T01:10:16.000Z,
RingCon as Promised,"Ring does as promised, not without a lil confusion, perhaps, updates are cause (mostly relative to ""sleep"").
I have silver (plat version), after nearly 6mos, NO gouges or scratches.",5,2024-04-17T01:09:52.000Z,
I am entirely pleased with my ring,"I am entirely pleased with my ring. It is exactly as described right down to the length of time the battery lasts.
My ring is several months old and looks just like it did when it arrived. I have the Titanium colour and really like how it just looks like a nice simple band.
I have been diagnosed with very severe sleep apnea and this ring is helping me understand my sleep pattterns and the factors that attribute to a good night or a bad nights sleep.
One thing I found quite fascinating was that while I am getting tattoos that my entire system goes right into relax and stays there during my session.
I highly recommend this product for anyone wanting to understand their bodies better.",5,2024-04-17T01:02:44.000Z,
Helpful health information and great battery life,"Good information, great battery life.",5,2024-04-17T00:58:51.000Z,
Doesn’t work,The ring kept disconnecting and wouldn’t record information especially while wearing it at night. It was very frustrating.,1,2024-04-17T00:55:31.000Z,
Great device for monitoring your health…,Great device for monitoring your health and activities. Customer service has been great with quick response.,5,2024-04-17T01:31:36.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
Decent product and the entire…,"I like the product and the entire purchase was simple and fairly quick. I've had the ring for several months now. As for the actual ring, it works well and holds a charge for about 5 - 7 days depending on usage.

My only criticism is the app. It would be more useful and helpful if the app and associated data was capable of being synchronized with more than just Google Fit and more than just sending data. There is no way for it to receive data really either. It does not sync with any known fitness scales so you cannot add your weight or fitness data.",4,2024-04-17T00:54:28.000Z,
A very good smartring that keeps evolving,"I have had my ring for about 1/2 year now and have been quite satisfied. The Ringconn app on my phone (android) provides helpful information (heart rate, spo2, steps, and sleep) and trending statistics. Ringconn continues to enhance the product through reasonably frequent updates. The ring charge lasts a week and the charging case will give you a bunch more charges without having to plug it in.

Things that need to continue to evolve:
1. Ability to automatically detect activities (walking, swimming, elliptical, etc.) similar to my Galaxy Watch
2. The charging case needs to have an indicator for when it is fully charged",4,2024-04-17T00:54:16.000Z,
This are most accurate way to keep…,This are most accurate way to keep track of all the vital things you need to keep in mind.,5,2024-04-17T00:52:38.000Z,
I would not buy this again,"Disappointed in the accuracy of the oxygen saturation. The Rings accuracy overall was much lower than I was expecting. I recommend looking at other brands

According to your guys's response your accuracy is within 1.5% based on the two pulse oximeters that I use your accuracy is off by about 15 to 20%. This includes comparing my oxygen level with the ring and at my doctor's office
I did reach out to you guys on multiple occasions and this was the same response you gave me. Just because you declare it doesn't mean it's true",1,2024-04-17T02:44:11.000Z,
The ring tracks my sleep,"The ring tracks my sleep, steps and stress. Not sure how it works but the information and trends are helpful. I have learned when I sleep best and how to adjust.",5,2024-04-17T00:51:14.000Z,
I really like this product,I really like this product. The details provided within the app are easy to navigate and understand. Additionally the battery life is perfect as I only have to charge once a week in less the 2 hours.,5,2024-04-17T00:50:46.000Z,
Well I loved my Ring,Well I loved my Ring! So much I've lost -45lbs and the ring wouldn't stay on my finger sadly 😞. I had to sell it. Hopefully I'll get a new one after I'm in maintenance.,4,2024-04-17T00:50:23.000Z,
I love the ring the activity matches…,I love the ring the activity matches the Apple Watch it’s perfect,5,2024-04-17T00:48:32.000Z,
Detailed App and quality product,"Having worn the ring now since Oct 2023 I can say that I'm more than happy with the ring and App.

There is also a really good Facebook community for any questions, exchanges and up to date information.",5,2024-04-17T00:48:14.000Z,
I love the function of the ring,I love the function of the ring. I like the color been very happy with the performance. It holds a battery a long time and gives me a lot of information.,5,2024-04-17T00:46:31.000Z,
I love the sleep tracking,"I love the sleep tracking, o2, etc. My only complaint is that the finish does not last. I'm down to bare metal,in some places.",4,2024-04-17T00:44:17.000Z,
Works fantastic,Works fantastic. Better than expected.,5,2024-04-17T00:43:59.000Z,
If I’m outside my homes WiFi I have no…,If I’m outside my homes WiFi I have no control of the unit. I don’t get notifications,1,2024-04-17T00:43:07.000Z,
It does what it’s supposed to do,"It does what it’s supposed to do. I can sleep with it on and do not have an issue doing so as I do with the smart watch being somewhat uncomfortable. I have noticed that the data isn’t accurate. There were some times when I didn’t sleep at all and the ring tells me that I slept 9.5 hours. There were times when I didn’t have the ring on and it told me I was sleep the whole time it was off. Seeing this has caused me to question all the results. I still were it with the hope of getting improvement through updates. I still haven’t checked the step count accuracy as I use my smart watch for that. Additionally, I wish there were a way to shine it some.",4,2024-04-17T00:42:48.000Z,
Doesn't need subscription,"Doesn't need subscription, works as well as other options if not better.",5,2024-04-17T00:42:36.000Z,
I have had my ring for 6 months,"I have had my ring for 6 months, and insanely impressed so far. Love how they keep updating the app and updating the ring with new features. The battery life is exactly what is advertised, but what surprised me is how quickly it charges. I think this ring is impressive in comparison to fitness trackers (I’ve tried using a handful of devices.) I only have 1 complaint/regret, I purchased the black ring, very quickly all the edges and corners the black color wore off and the surface if scratched leaves a nice silver mark. I wish I would have just ordered the plain metal, I think it would have stood up longer. Either way, have to rate this like a 4.5, only reason not a 5 is because it doesn’t stay pretty very long.",5,2024-04-17T00:41:37.000Z,
Works as advertised,Works as advertised,4,2024-04-17T00:41:17.000Z,
"Happy with the ring, needs VO2max measure.","Very happy about the comfort and accuracy. It would be great to add VO2max measure and seeing how I compare to others for stress, VO2max, deep sleep and etc. to gain more insights. I lost the ring in my place and could not find it a few days. A Bluetooth find me feature could be nice.",4,2024-04-17T00:40:53.000Z,
It is so easy to look at the ring on my phone.,It is so easy to look at the ring,5,2024-04-17T00:37:08.000Z,
RingConn helped diagnose Sleep Apnea,It took me a few months to pay much attention but I noticed early this year that my Sleeping O2 rate was pretty low for an athlete. I was able to get a sleep study based on that and now am using a CPAP machine to help with sleep apnea.,4,2024-04-16T18:56:02.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
"Great product, but definitely room for improvement","Love the price and the fact there is no monthly subscription. Generally the ring has held up very well but I do have some areas where the gold has been rubbed off, and I've only had the ring since Dec 2023. What I don't like is the Google Fit integration has deprecated to just sleep tracking. I wish there was true integration and tracking of activities and active time based on heart rate to improve your overall wellness score and listing such activity in the feed. Less focus on badges and more focus on the core functions.",3,2024-04-16T18:54:06.000Z,
Excellence in Wearable Technology,"The Ringconn truly stands out as a masterpiece in wearable technology. Crafted with precision and durability, it exceeds expectations in both design and performance. Its companion phone application is exceptionally well-made, providing seamless integration and regular updates without the need for a subscription. Offering outstanding value for money, this smart ring is a testament to quality and innovation in the wearable tech industry. Highly recommended for anyone seeking a reliable and feature-rich smart accessory.",5,2024-04-15T22:23:46.000Z,
overall the ring is good but,"overall the ring is good but

the plastic cover has worn out my ring",3,2024-04-15T17:50:10.000Z,
Delivered on claims,Delivered on claims. Easy transfer of information to my phone. Easier to use than the watch format.,5,2024-04-14T22:21:49.000Z,
Worked Great While it Worked,"I loved using my Ring and used it regularly, until it became unpaired and stopped reading. I followed all of the directions to unpair it and repair it, but it never worked again. It was great while it did work though.",2,2024-04-14T21:16:42.000Z,
Overall a good purchase,"I like my ring overall. I have been wearing it for 3 months. It offers a lot of information and the app works well. I like that I can compare days and see weekly overview. I wish the ring came in half sizes. I went up a size because I know my fingers will be larger in summer heat, but I have found there are days I can't wear my ring when it's cool for fear it will fall off. I fear that also make the readings less accurate. I do agree with other reviewers that the steps are inaccurate. My ring shows a much lower count that my Apple watch. Overall I feel it has been a good purchase. My main issue is getting a ring size that works well.",4,2024-04-14T17:28:18.000Z,
I have an iWatch Apple,"I have an iWatch Apple. The ring is convenient. I don't need to activate ""activity"" for example to ensure what I am doing in terms of activity. The battery is charged for long periods. and it looks nice",5,2024-04-13T23:52:36.000Z,
Customer response was quick,Customer response was quick. And the issue was rectified quickly. Wonderful customer service!,5,2024-04-13T23:32:41.000Z,
Great health tracking tool!,"Purchase was easy & the ring has been a great resource to my health tracking. Ring is light & so far the finish has held up well. The information provided through the app is useful, easy to review & understand.",5,2024-04-13T23:23:47.000Z,
Getting accustomed to the ring not sure…,Getting accustomed to the ring not sure if the sleep information is always correct my wife and I exercise every nite different routine we have a small exercise room and I am active all day … but the activity function does not seem to capture it over all we like the ring,4,2024-04-13T20:44:42.000Z,
Overall performance,"The blood oxygen saturation readings are not very accurate as checked by another device.
The sleep measurement shows me sleeping when I'm not.
I had high hopes for Ringconn but its been a waste of money for me.
Maybe I'll try it again in the future.",1,2024-04-13T19:28:26.000Z,
Too many great things to list about…,"Too many great things to list about this ring-amazing. They update the software all the time. I had it over a year and built an addition to my house, wearing it, and I can't believe how well it's held up. So happy with the product!",5,2024-04-13T18:36:57.000Z,
nice ring and amazing software,"Since the last update, the software is amazing. All the informations are available on the main page.

The ring provide a lot of informations for healthy monitoring.

The ring not heavy and resistant. After 1 year there are only few scratch.

The only reproach I've, is the sleep score, think he is too high every time.",5,2024-04-13T16:23:52.000Z,
Happy/Sad,"Hello;
Firstly, my experience with the ring was nothing short of great. The metrics it accumulated were very precise. The sad part of this journey is that I lost the ring on a jobsite. It fit wonderfully, though I believe I lost it in a clients heated floor. It has been a month and a bit since it's been lost, and I am struggling with the decision if I will replace it. I tried a silicone cover, but they degraded quickly. I would also suggest a 'find function' on the ring (similar to the find my phone app). Overall, I have nothing but praise for the functionality of the ring, just disappointed that I lost it.",4,2024-04-13T15:39:08.000Z,
A good functional app and ring,"A good functional app and ring, continual development. Would be nice to see linkage to google fit, as watch is charged and doesn't record footsteps or any sort of comparison with RingConn. Would be great to see a coordination.",4,2024-04-13T13:44:33.000Z,
Delivery was somewhat slow,Delivery was somewhat slow. For most part measurements (pulse and oxygen levels) are reasonably accurate.,4,2024-04-13T06:35:45.000Z,
Good,"Good, no great product! Wish the app explained how to fix my problems better but still well worth it. Not so good with the public interaction. Dislike the impersonal communication through email. No phone number accessible. And poor interaction with the problems of product return due to a wording issue on the ordering. Still wonder if I was reimbursed properly for a double order.",4,2024-04-12T19:38:47.000Z,
Without spending another penny the app and the product just seems to improve overtime,Work as advertise I wear mines every day all day wet or dry and the app is always improving adding more features without adding any price,4,2024-04-12T19:25:00.000Z,
I never received shipment and tried…,I never received shipment and tried reaching out and was told item was shipped but never received. Now I am in collection for a item I never received and not going to pay for,1,2024-04-12T19:05:14.000Z,
Great experience,"Great experience, prompt response and customer service!",5,2024-04-12T18:33:35.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
Honest value,Appreciated the sample rings for sizing but the silver ring color swatch was not close to what came. Love the app and the past once model. Shipping was quick. It's been several months and the product is working great.,4,2024-04-12T17:04:57.000Z,
One week batter life on ring down to 6…,One week battery life on ring down to 6 days or less in 6 months. I would have hoped for a year or more. Some updates really kill battery life. A better indication of what stress is or how measured would be nice in app.,4,2024-04-12T16:29:29.000Z,
Awesome health monitor,"While the ring took a while (still impressed how fast it ships from China), it is a top notch technology product. The battery is getting at least 6 days at a go, and the data is in line with my Apple Watch. Love the ability to monitor my sleep quality without having to wear a watch. The slim profile makes it no issue to wear all the time. AND no subscriptions :)",5,2024-04-12T16:21:47.000Z,
Does everything i need.,"cost efficient, easy to use, good battery life",4,2024-04-12T16:13:25.000Z,
"A few minor changes, and it's a 5-star ring.","The Ringconn's extended battery life is an advantage. However, the feature set could benefit from further enhancement. It lacks distinctive features that differentiate it from competitors. Still, the absence of a subscription requirement was a compelling factor in my initial selection of Ringconn as an introduction to smart rings. But, the limited functionality is prompting me to consider alternative options, as it does not fully replace any of my other devices or even limit how much I use them. I would give it five stars if it tracked workouts and shared data with Nike, Samsung, Apple, or other major fitness trackers and somehow notified me of missed calls and texts from specific contacts. It's close to being a great ring, but the lack of features is a big deal.",2,2024-04-12T15:44:35.000Z,
Great ring,"Great ring. Owned 3 oura rings, but this ring is better and no monthly fees!",5,2024-04-12T15:37:04.000Z,
Very happy with the ring,"Very happy with the ring, battery last enough time.",5,2024-04-12T15:36:15.000Z,
So far so good,"So far so good. It would be nice if the Ring was not so thick, bothering the finger next to it. The current email sale offer is great, also.",5,2024-04-12T15:08:59.000Z,
I'm glad you guys are still working on…,"I'm glad you guys are still working on the software and adding new options, adding new experiences. I just wished my ring would sync with my Apple Watch and/or iPhone... it doesn't and it affects some of my apps. Hopefully will get fixed in future software.",4,2024-04-12T15:06:06.000Z,
I liked the ring but sadly I lost it,I liked the ring but sadly I lost it. I think I chose the wrong size and it slipped off unnoticed.,5,2024-04-12T14:51:59.000Z,
Excellent Smart Ring,"Excellent Smart Ring, Great Software and even better pricing structure. Been wearing the ring for the last 8 months straight and can't see myself giving it up.",5,2024-04-12T14:46:16.000Z,
Not quite as I expected,Your ring doesn’t track my activities. I swim and bicycle. Also I go to bed at 1030 but some nights I get up around 1 or so and the sleep tracker will only show my nights sleep as if I went to bed at 1??? The other info does help and seems accurate so I would still recommend to others to use. Hope this helps,3,2024-04-12T14:23:52.000Z,
No subscription required,"I decided to go with RingConn because it doesn’t require a monthly subscription. Charging kit came relatively quickly. I messed up my order and mistakenly ordered two rings. Customer Service sorted it out and gave me a refund.
Received my ring in January and only take it off for charging. The charge lasts approximately 11 days and takes about an hour. I chose the silver ring based on customer reviews on the black one, and so far there are no signs of scratches.",4,2024-04-12T13:48:52.000Z,
Connection issues constantly,"Connection issues constantly. Ring looks nice but overall I'm a little disappointed.

I find the ring has issues staying connected to Bluetooth.",3,2024-04-12T13:09:35.000Z,
the only thing i would complain about…,the only thing i would complain about it loses bluetooth connection for a few hours at a time even when the phone is in a few feet away i just reconnect other than that i love the ring if something happen to mine i would still get another one,4,2024-04-12T12:08:42.000Z,
Ring is pretty accurate on readings,"Ring is pretty accurate on readings. I have noticed while awake late at night trying to go back to sleep it records it as light sleep. Other than that, the stress, activity, heart rate, SP02 are all accurate. Holds a charge for several days (maybe 5-7). I've had mine for 6 months now and I'm still happy with it. It's a little cheaper than the other brands too with no membership fees.",4,2024-04-12T11:10:00.000Z,
Excellent device for the price,"Date of experience: April 12, 2024",5,2024-04-12T10:59:20.000Z,
Exzellent everyday functions,"Exzellent everyday functions, still missing some training functions.
Battery life after appr. 6 months of use down from 7 days to 2",4,2024-04-12T10:49:53.000Z,
Every thing works fine,every thing works fine. Now the app is also in German.,5,2024-04-12T10:10:39.000Z,
Great ring,"Great ring, great communication, great price. I have had it for quite a while now and still experience great battery life.

Really accurate tracking and very comfortable to wear.",5,2024-04-12T09:41:33.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
Health functions awesome,"Health functions awesome. Only negative aspect is the missing full sync with apple health. Only heart rate is synced with apple health but heart rate variability, temperature ect. Is not syned",4,2024-04-12T09:16:34.000Z,
Best smart ring,"I’m using smart ring for couple of months
My sleep becomes better. I increase my everyday activity
And the ring looks so stylish! Not mention absence of monthly subscription
Thank you RingConn, I’m your biggest fan. ❤️❤️❤️",5,2024-04-12T09:15:30.000Z,
Had my doubts,"Had my doubts since RingConn was not as well known as competitors. I wanted to find a ring device that did not force me into a paid subscription to view biometrics. At first RingConn’s proprietary software interface required a paradigm shift for me… I now appreciate the info provided, particularly for sleep stages, sleep heart rate and oxygen levels. Been using it daily for at least four months, and I am very impressed. The battery is magic. I use it several days in a row, and the ring typically fully recharges in less than 10 minutes. Then I am good to go for another 6+ days. Used in shower and tested the limits of waterproofness… no issues to date!",5,2024-04-12T08:58:43.000Z,
The recent loggging a run,The recent loggging a run. I found this feature redundant cos I need to carry my phone with me,5,2024-04-12T08:37:11.000Z,
It's fine but it is not good,"The data given by this ring seems fine although it sometimes seems to be somewhat off. It's an everyday ring with few to no use when doing fitness.
The ring is missing the BLE/ANT protocoll to send data like current heartrate or SpO2 to other devices. This would drain the battery faster but would be better for activities and other sleepapps.
The outer material of the ring wears of to fast, while the silicon sleeve to protect the ring is to adhesive.
There is a helpful popup in the app telling when the ring should be reloaded (after about 5 days rather than 7).",3,2024-04-12T08:27:54.000Z,
Absolutely brilliant,"Absolutely brilliant
Comfortable to wear and accurate with data, battery life excellent would recommend to anyone",5,2024-04-12T08:21:02.000Z,
Good for sleep tracking but not for activity,"I wanted the ring to replace my smart watch but I am disappointed that I cannot track activities such as spin cycling and swimming, so I no longer wear it.",3,2024-04-12T07:59:05.000Z,
Suporte missing,"Unfortunately I contact the suporte because the center of the ring are off, e because this the ring is off center on the finger, making uncomfortable, and no one believe me, because this I recommende the people did I know to not buy because you guys are not ready to provide good support,",3,2024-04-12T07:36:43.000Z,
Reliability,My ring offers reliable readings for the things I want from it.,5,2024-04-12T07:34:09.000Z,
Ring provides all information needed at…,"Ring provides all information needed at such low price. Latest Software has improved sleep quality monitoring, which was important for me. The battery life is outstanding.I also like the absence of monthly payments.
The only are for improvement is the shape, I would prefer less thickness between the fingers.",4,2024-04-12T07:02:03.000Z,
Great daily companion with good measurement results,"The ring is just great. It wears well and the recordings seem to be correct, with minor deviations. It would be nice if, for example, the color was not so susceptible. I wear the ring every day, but unfortunately the black color has already worn off around the edges. The protective cover simply makes the beautiful ring look like a plastic ring. The battery lasts a very long time and I only have to charge the ring once a week, which is very quick. A great ring despite the minor drawbacks.",5,2024-04-12T06:41:17.000Z,
Working well except hurt rate measures…,Working well except hurt rate measures during workout,4,2024-04-12T06:19:00.000Z,
It would be beneficial to remind…,"It would be beneficial to remind customers to get 1size up for finger swelling in the summertime.
I do like the ring,but I can’t wear it. I had contacted the company and asked if I could exchange, but they responded “at this time they are not doing exchanges”.
I’m hoping they will get it touch with me, and if it’s a minimal fee, I would gladly pay for a ring I could wear in summertime that fits.",3,2024-04-12T06:10:18.000Z,
I love the data I get from it,I love the data I get from it. It's been very helpful,5,2024-04-12T06:05:16.000Z,
Provides more health data than Apple…,"Provides more health data than Apple watch and last for a week before needing to recharge. Can wear it all night every night providing sleep data. (Need to put the Apple Watch on a charger every night before bed time, so provides no sleep data.)",5,2024-04-12T06:01:49.000Z,
Fantastic product,Fantastic product works great with at least 1 week battery life !!!!!,5,2024-04-12T05:30:42.000Z,
Great ring but improvement needed,"Ring and it’s functionality is great although it’s not very comfortable to wear, especially when working out using your hands.",4,2024-04-12T05:03:45.000Z,
Generally satisfied. Need to find time to explore,Sorry I've been too busy and have not explored Ringconn as much as I should. I intend to do so as soon as I can find the time.,5,2024-04-12T04:26:19.000Z,
My Experience with my Ringconn ring,"My first ring arrived in May 2023. By August 2023 the battery life was down to 3 days but after submitting the issue through the app, my ring was replaced. The new ring has been going great. All the functions and data generated match up fairly well with my Fitbit Charge which I have had since 2017. My battery life is still around 6 days. What I wish would be improved is activity tracking for calories burned and heart rate. Currently activity tracking is poor with my ring.",4,2024-04-12T04:20:24.000Z,
Ring color doesn’t hold up to wear and…,"Ring color doesn’t hold up to wear and tear and over time looks horrible. Color fades on the black ring to the point that it looks very ragged, scratched and beat up despite the fact that I work a desk job all day.",1,2024-04-12T03:34:42.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
,The RingConn has helped me better assess my sleep more than any other device has! I highly suggest this ring since there’s no monthly fee & the app shows some fun stuff coming on the horizon for the aSee more,5,2025-06-16T14:49:54.000Z,
,Love the idea of the ring. Somethings to note. It gets scratched very easily and I'm not expecting it to look great a year from now. Also there are no postpartum or pregnancy setting for the fertilitySee more,4,2025-06-18T23:43:57.000Z,
,Still relatively adjusting but so far everything has been as great as i expected. The only thing is that the app doesn’t take temp on demand- only when sleeping. Other than that- i love the purchase.,4,2025-06-16T11:11:52.000Z,
